
🚀 Запуск Эксперимента 4: Dynamic Leaky Log Decay...
C:\research\.venv\Lib\site-packages\recbole\data\dataset\dataset.py:648: ChainedAssignmentError: A value is being set on a copy of a DataFrame or Series through chained assignment using an inplace method.
Such inplace method never works to update the original DataFrame or Series, because the intermediate object on which we are setting values always behaves as a copy (due to Copy-on-Write).

For example, when doing 'df[col].method(value, inplace=True)', try using 'df.method({col: value}, inplace=True)' instead, to perform the operation inplace on the original object, or try to avoid an inplace operation using 'df[col] = df[col].method(value)'.

See the documentation for a more detailed explanation: https://pandas.pydata.org/pandas-docs/stable/user_guide/copy_on_write.html
  feat[field].fillna(value=0, inplace=True)
C:\research\.venv\Lib\site-packages\recbole\data\dataset\dataset.py:650: ChainedAssignmentError: A value is being set on a copy of a DataFrame or Series through chained assignment using an inplace method.
Such inplace method never works to update the original DataFrame or Series, because the intermediate object on which we are setting values always behaves as a copy (due to Copy-on-Write).

For example, when doing 'df[col].method(value, inplace=True)', try using 'df.method({col: value}, inplace=True)' instead, to perform the operation inplace on the original object, or try to avoid an inplace operation using 'df[col] = df[col].method(value)'.

See the documentation for a more detailed explanation: https://pandas.pydata.org/pandas-docs/stable/user_guide/copy_on_write.html
  feat[field].fillna(value=feat[field].mean(), inplace=True)
C:\research\.venv\Lib\site-packages\recbole\data\dataset\dataset.py:2136: UserWarning: The given NumPy array is not writable, and PyTorch does not support non-writable tensors. This means writing to this tensor will result in undefined behavior. You may want to copy the array to protect its data or make it writable before converting it to a tensor. This type of warning will be suppressed for the rest of this program. (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\pytorch\torch\csrc\utils\tensor_numpy.cpp:209.)
  new_data[k] = torch.LongTensor(value)
C:\research\.venv\Lib\site-packages\recbole\model\general_recommender\lightgcn.py:124: UserWarning: torch.sparse.SparseTensor(indices, values, shape, *, device=) is deprecated.  Please use torch.sparse_coo_tensor(indices, values, shape, dtype=, device=). (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\pytorch\torch\csrc\utils\tensor_new.cpp:656.)
  SparseL = torch.sparse.FloatTensor(i, data, torch.Size(L.shape))
[AdaptiveLightGCN] ✅ Loaded 150 semantic centroids.
[AdaptiveLightGCN] 🔗 Успешно смапплено 5002 фильмов с кластерами.

[DynamicLeakyLog] 🌉 Применено Динамическое Дырявое Затухание!
   - Динамический порог (85%): 115.0 оценок
   - Min Weight (Floor): 0.05 (сохраняем мост для 715 хитов)
   - Tail (<=5 оценок): 2385 фильмов (вес тяготеет к 1.0)
🏁 [Epoch 4] Завершена! Суммарный лосс: 37.1755 (BPR: 33.6217, Sem: 3.5539)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1364), ('recall@50', 0.3114), ('ndcg@10', 0.1021), ('ndcg@50', 0.1495)])
   [Epoch 5] batch 50/172 | Loss: 0.2133 (BPR: 0.1930, Sem: 0.0203)
   [Epoch 5] batch 100/172 | Loss: 0.2029 (BPR: 0.1826, Sem: 0.0203)
   [Epoch 5] batch 150/172 | Loss: 0.2096 (BPR: 0.1887, Sem: 0.0209)
🏁 [Epoch 5] Завершена! Суммарный лосс: 36.7658 (BPR: 33.2140, Sem: 3.5518)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1368), ('recall@50', 0.3129), ('ndcg@10', 0.1023), ('ndcg@50', 0.1498)])
   [Epoch 6] batch 50/172 | Loss: 0.2183 (BPR: 0.1979, Sem: 0.0204)
   [Epoch 6] batch 100/172 | Loss: 0.2177 (BPR: 0.1972, Sem: 0.0205)
   [Epoch 6] batch 150/172 | Loss: 0.2167 (BPR: 0.1957, Sem: 0.0210)
🏁 [Epoch 6] Завершена! Суммарный лосс: 36.2667 (BPR: 32.7162, Sem: 3.5505)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1378), ('recall@50', 0.3119), ('ndcg@10', 0.1027), ('ndcg@50', 0.1497)])
   [Epoch 7] batch 50/172 | Loss: 0.2217 (BPR: 0.2009, Sem: 0.0208)
   [Epoch 7] batch 100/172 | Loss: 0.1909 (BPR: 0.1712, Sem: 0.0196)
   [Epoch 7] batch 150/172 | Loss: 0.2058 (BPR: 0.1857, Sem: 0.0201)
🏁 [Epoch 7] Завершена! Суммарный лосс: 35.6613 (BPR: 32.1142, Sem: 3.5471)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1387), ('recall@50', 0.3128), ('ndcg@10', 0.1032), ('ndcg@50', 0.1502)])
   [Epoch 8] batch 50/172 | Loss: 0.1965 (BPR: 0.1761, Sem: 0.0204)
   [Epoch 8] batch 100/172 | Loss: 0.2084 (BPR: 0.1884, Sem: 0.0200)
   [Epoch 8] batch 150/172 | Loss: 0.1840 (BPR: 0.1649, Sem: 0.0192)
🏁 [Epoch 8] Завершена! Суммарный лосс: 35.0090 (BPR: 31.4663, Sem: 3.5427)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1386), ('recall@50', 0.3168), ('ndcg@10', 0.1036), ('ndcg@50', 0.1516)])
   [Epoch 9] batch 50/172 | Loss: 0.1888 (BPR: 0.1689, Sem: 0.0199)
   [Epoch 9] batch 100/172 | Loss: 0.2284 (BPR: 0.2068, Sem: 0.0216)
   [Epoch 9] batch 150/172 | Loss: 0.1985 (BPR: 0.1774, Sem: 0.0211)
🏁 [Epoch 9] Завершена! Суммарный лосс: 34.5671 (BPR: 31.0296, Sem: 3.5375)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1418), ('recall@50', 0.32), ('ndcg@10', 0.1049), ('ndcg@50', 0.1532)])
   [Epoch 10] batch 50/172 | Loss: 0.2077 (BPR: 0.1859, Sem: 0.0218)
   [Epoch 10] batch 100/172 | Loss: 0.1967 (BPR: 0.1765, Sem: 0.0203)
   [Epoch 10] batch 150/172 | Loss: 0.1886 (BPR: 0.1682, Sem: 0.0204)
🏁 [Epoch 10] Завершена! Суммарный лосс: 33.7195 (BPR: 30.1882, Sem: 3.5313)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1468), ('recall@50', 0.3276), ('ndcg@10', 0.1075), ('ndcg@50', 0.1565)])
   [Epoch 11] batch 50/172 | Loss: 0.1807 (BPR: 0.1594, Sem: 0.0213)
   [Epoch 11] batch 100/172 | Loss: 0.1825 (BPR: 0.1626, Sem: 0.0199)
   [Epoch 11] batch 150/172 | Loss: 0.2029 (BPR: 0.1815, Sem: 0.0215)
🏁 [Epoch 11] Завершена! Суммарный лосс: 33.1724 (BPR: 29.6479, Sem: 3.5245)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.155), ('recall@50', 0.3374), ('ndcg@10', 0.1115), ('ndcg@50', 0.161)])
   [Epoch 12] batch 50/172 | Loss: 0.1744 (BPR: 0.1547, Sem: 0.0197)
   [Epoch 12] batch 100/172 | Loss: 0.1901 (BPR: 0.1699, Sem: 0.0202)
   [Epoch 12] batch 150/172 | Loss: 0.1774 (BPR: 0.1567, Sem: 0.0207)
🏁 [Epoch 12] Завершена! Суммарный лосс: 32.1503 (BPR: 28.6322, Sem: 3.5181)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1628), ('recall@50', 0.3468), ('ndcg@10', 0.1164), ('ndcg@50', 0.1665)])
   [Epoch 13] batch 50/172 | Loss: 0.1737 (BPR: 0.1536, Sem: 0.0200)
   [Epoch 13] batch 100/172 | Loss: 0.1794 (BPR: 0.1592, Sem: 0.0202)
   [Epoch 13] batch 150/172 | Loss: 0.1717 (BPR: 0.1510, Sem: 0.0207)
🏁 [Epoch 13] Завершена! Суммарный лосс: 31.2567 (BPR: 27.7442, Sem: 3.5125)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1685), ('recall@50', 0.3582), ('ndcg@10', 0.1201), ('ndcg@50', 0.1721)])
   [Epoch 14] batch 50/172 | Loss: 0.1722 (BPR: 0.1522, Sem: 0.0201)
   [Epoch 14] batch 100/172 | Loss: 0.1803 (BPR: 0.1608, Sem: 0.0195)
   [Epoch 14] batch 150/172 | Loss: 0.1731 (BPR: 0.1530, Sem: 0.0201)
🏁 [Epoch 14] Завершена! Суммарный лосс: 30.4427 (BPR: 26.9361, Sem: 3.5066)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1734), ('recall@50', 0.3662), ('ndcg@10', 0.1233), ('ndcg@50', 0.1767)])
   [Epoch 15] batch 50/172 | Loss: 0.1804 (BPR: 0.1599, Sem: 0.0205)
   [Epoch 15] batch 100/172 | Loss: 0.1789 (BPR: 0.1584, Sem: 0.0205)
   [Epoch 15] batch 150/172 | Loss: 0.1757 (BPR: 0.1547, Sem: 0.0209)
🏁 [Epoch 15] Завершена! Суммарный лосс: 29.7446 (BPR: 26.2439, Sem: 3.5007)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.177), ('recall@50', 0.374), ('ndcg@10', 0.1272), ('ndcg@50', 0.1819)])
   [Epoch 16] batch 50/172 | Loss: 0.1633 (BPR: 0.1427, Sem: 0.0206)
   [Epoch 16] batch 100/172 | Loss: 0.1702 (BPR: 0.1494, Sem: 0.0208)
   [Epoch 16] batch 150/172 | Loss: 0.1773 (BPR: 0.1559, Sem: 0.0214)
🏁 [Epoch 16] Завершена! Суммарный лосс: 28.7467 (BPR: 25.2512, Sem: 3.4955)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1788), ('recall@50', 0.3797), ('ndcg@10', 0.1296), ('ndcg@50', 0.1852)])
   [Epoch 17] batch 50/172 | Loss: 0.1550 (BPR: 0.1351, Sem: 0.0199)
   [Epoch 17] batch 100/172 | Loss: 0.1681 (BPR: 0.1476, Sem: 0.0205)
   [Epoch 17] batch 150/172 | Loss: 0.1732 (BPR: 0.1529, Sem: 0.0203)
🏁 [Epoch 17] Завершена! Суммарный лосс: 28.1166 (BPR: 24.6260, Sem: 3.4907)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1806), ('recall@50', 0.3852), ('ndcg@10', 0.1316), ('ndcg@50', 0.1882)])
   [Epoch 18] batch 50/172 | Loss: 0.1599 (BPR: 0.1398, Sem: 0.0201)
   [Epoch 18] batch 100/172 | Loss: 0.1499 (BPR: 0.1295, Sem: 0.0204)
   [Epoch 18] batch 150/172 | Loss: 0.1582 (BPR: 0.1377, Sem: 0.0205)
🏁 [Epoch 18] Завершена! Суммарный лосс: 27.4417 (BPR: 23.9559, Sem: 3.4858)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1847), ('recall@50', 0.3883), ('ndcg@10', 0.1346), ('ndcg@50', 0.1908)])
   [Epoch 19] batch 50/172 | Loss: 0.1597 (BPR: 0.1399, Sem: 0.0198)
   [Epoch 19] batch 100/172 | Loss: 0.1572 (BPR: 0.1378, Sem: 0.0194)
   [Epoch 19] batch 150/172 | Loss: 0.1682 (BPR: 0.1477, Sem: 0.0206)
🏁 [Epoch 19] Завершена! Суммарный лосс: 27.3868 (BPR: 23.9052, Sem: 3.4817)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1875), ('recall@50', 0.391), ('ndcg@10', 0.1374), ('ndcg@50', 0.1935)])
   [Epoch 20] batch 50/172 | Loss: 0.1473 (BPR: 0.1263, Sem: 0.0211)
   [Epoch 20] batch 100/172 | Loss: 0.1548 (BPR: 0.1333, Sem: 0.0215)
   [Epoch 20] batch 150/172 | Loss: 0.1387 (BPR: 0.1192, Sem: 0.0195)
🏁 [Epoch 20] Завершена! Суммарный лосс: 26.3800 (BPR: 22.9031, Sem: 3.4769)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1885), ('recall@50', 0.3911), ('ndcg@10', 0.1383), ('ndcg@50', 0.1944)])
   [Epoch 21] batch 50/172 | Loss: 0.1522 (BPR: 0.1324, Sem: 0.0197)
   [Epoch 21] batch 100/172 | Loss: 0.1330 (BPR: 0.1138, Sem: 0.0193)
   [Epoch 21] batch 150/172 | Loss: 0.1406 (BPR: 0.1201, Sem: 0.0205)
🏁 [Epoch 21] Завершена! Суммарный лосс: 26.2317 (BPR: 22.7592, Sem: 3.4725)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1878), ('recall@50', 0.3932), ('ndcg@10', 0.1375), ('ndcg@50', 0.1945)])
   [Epoch 22] batch 50/172 | Loss: 0.1400 (BPR: 0.1198, Sem: 0.0201)
   [Epoch 22] batch 100/172 | Loss: 0.1513 (BPR: 0.1309, Sem: 0.0204)
   [Epoch 22] batch 150/172 | Loss: 0.1505 (BPR: 0.1303, Sem: 0.0202)
🏁 [Epoch 22] Завершена! Суммарный лосс: 25.8227 (BPR: 22.3540, Sem: 3.4687)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1899), ('recall@50', 0.3943), ('ndcg@10', 0.1394), ('ndcg@50', 0.1961)])
   [Epoch 23] batch 50/172 | Loss: 0.1398 (BPR: 0.1193, Sem: 0.0205)
   [Epoch 23] batch 100/172 | Loss: 0.1427 (BPR: 0.1221, Sem: 0.0205)
   [Epoch 23] batch 150/172 | Loss: 0.1449 (BPR: 0.1248, Sem: 0.0201)
🏁 [Epoch 23] Завершена! Суммарный лосс: 25.2628 (BPR: 21.7984, Sem: 3.4644)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1913), ('recall@50', 0.3964), ('ndcg@10', 0.1407), ('ndcg@50', 0.1978)])
   [Epoch 24] batch 50/172 | Loss: 0.1503 (BPR: 0.1289, Sem: 0.0214)
   [Epoch 24] batch 100/172 | Loss: 0.1376 (BPR: 0.1181, Sem: 0.0195)
   [Epoch 24] batch 150/172 | Loss: 0.1398 (BPR: 0.1203, Sem: 0.0195)
🏁 [Epoch 24] Завершена! Суммарный лосс: 25.1627 (BPR: 21.7016, Sem: 3.4611)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1936), ('recall@50', 0.3985), ('ndcg@10', 0.1426), ('ndcg@50', 0.1995)])
   [Epoch 25] batch 50/172 | Loss: 0.1431 (BPR: 0.1229, Sem: 0.0202)
   [Epoch 25] batch 100/172 | Loss: 0.1447 (BPR: 0.1247, Sem: 0.0200)
   [Epoch 25] batch 150/172 | Loss: 0.1540 (BPR: 0.1344, Sem: 0.0196)
🏁 [Epoch 25] Завершена! Суммарный лосс: 24.8906 (BPR: 21.4332, Sem: 3.4574)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1936), ('recall@50', 0.4), ('ndcg@10', 0.1433), ('ndcg@50', 0.2008)])
   [Epoch 26] batch 50/172 | Loss: 0.1329 (BPR: 0.1134, Sem: 0.0195)
   [Epoch 26] batch 100/172 | Loss: 0.1415 (BPR: 0.1223, Sem: 0.0193)
   [Epoch 26] batch 150/172 | Loss: 0.1402 (BPR: 0.1200, Sem: 0.0202)
🏁 [Epoch 26] Завершена! Суммарный лосс: 24.4890 (BPR: 21.0346, Sem: 3.4544)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.195), ('recall@50', 0.4004), ('ndcg@10', 0.145), ('ndcg@50', 0.2023)])
   [Epoch 27] batch 50/172 | Loss: 0.1442 (BPR: 0.1243, Sem: 0.0199)
   [Epoch 27] batch 100/172 | Loss: 0.1312 (BPR: 0.1106, Sem: 0.0206)
   [Epoch 27] batch 150/172 | Loss: 0.1522 (BPR: 0.1325, Sem: 0.0197)
🏁 [Epoch 27] Завершена! Суммарный лосс: 24.3085 (BPR: 20.8575, Sem: 3.4510)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1961), ('recall@50', 0.4021), ('ndcg@10', 0.1466), ('ndcg@50', 0.2038)])
   [Epoch 28] batch 50/172 | Loss: 0.1404 (BPR: 0.1195, Sem: 0.0209)
   [Epoch 28] batch 100/172 | Loss: 0.1437 (BPR: 0.1236, Sem: 0.0201)
   [Epoch 28] batch 150/172 | Loss: 0.1260 (BPR: 0.1069, Sem: 0.0191)
🏁 [Epoch 28] Завершена! Суммарный лосс: 23.8994 (BPR: 20.4514, Sem: 3.4480)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1984), ('recall@50', 0.4046), ('ndcg@10', 0.1486), ('ndcg@50', 0.2059)])
   [Epoch 29] batch 50/172 | Loss: 0.1399 (BPR: 0.1201, Sem: 0.0198)
   [Epoch 29] batch 100/172 | Loss: 0.1477 (BPR: 0.1284, Sem: 0.0193)
   [Epoch 29] batch 150/172 | Loss: 0.1432 (BPR: 0.1232, Sem: 0.0200)
🏁 [Epoch 29] Завершена! Суммарный лосс: 23.8870 (BPR: 20.4421, Sem: 3.4449)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1989), ('recall@50', 0.4064), ('ndcg@10', 0.1495), ('ndcg@50', 0.2073)])
   [Epoch 30] batch 50/172 | Loss: 0.1328 (BPR: 0.1120, Sem: 0.0207)
   [Epoch 30] batch 100/172 | Loss: 0.1502 (BPR: 0.1300, Sem: 0.0203)
   [Epoch 30] batch 150/172 | Loss: 0.1431 (BPR: 0.1234, Sem: 0.0197)
🏁 [Epoch 30] Завершена! Суммарный лосс: 23.3971 (BPR: 19.9547, Sem: 3.4425)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1998), ('recall@50', 0.407), ('ndcg@10', 0.1504), ('ndcg@50', 0.2083)])
   [Epoch 31] batch 50/172 | Loss: 0.1379 (BPR: 0.1182, Sem: 0.0197)
   [Epoch 31] batch 100/172 | Loss: 0.1350 (BPR: 0.1144, Sem: 0.0206)
   [Epoch 31] batch 150/172 | Loss: 0.1476 (BPR: 0.1267, Sem: 0.0209)
🏁 [Epoch 31] Завершена! Суммарный лосс: 23.0425 (BPR: 19.6024, Sem: 3.4401)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2027), ('recall@50', 0.408), ('ndcg@10', 0.1522), ('ndcg@50', 0.2097)])
   [Epoch 32] batch 50/172 | Loss: 0.1189 (BPR: 0.1002, Sem: 0.0187)
   [Epoch 32] batch 100/172 | Loss: 0.1174 (BPR: 0.0988, Sem: 0.0186)
   [Epoch 32] batch 150/172 | Loss: 0.1272 (BPR: 0.1080, Sem: 0.0192)
🏁 [Epoch 32] Завершена! Суммарный лосс: 22.9560 (BPR: 19.5188, Sem: 3.4372)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2026), ('recall@50', 0.4095), ('ndcg@10', 0.1523), ('ndcg@50', 0.2102)])
   [Epoch 33] batch 50/172 | Loss: 0.1402 (BPR: 0.1201, Sem: 0.0201)
   [Epoch 33] batch 100/172 | Loss: 0.1391 (BPR: 0.1193, Sem: 0.0199)
   [Epoch 33] batch 150/172 | Loss: 0.1239 (BPR: 0.1026, Sem: 0.0213)
🏁 [Epoch 33] Завершена! Суммарный лосс: 22.7540 (BPR: 19.3190, Sem: 3.4350)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2035), ('recall@50', 0.4106), ('ndcg@10', 0.1537), ('ndcg@50', 0.2117)])
   [Epoch 34] batch 50/172 | Loss: 0.1357 (BPR: 0.1158, Sem: 0.0199)
   [Epoch 34] batch 100/172 | Loss: 0.1333 (BPR: 0.1130, Sem: 0.0203)
   [Epoch 34] batch 150/172 | Loss: 0.1104 (BPR: 0.0899, Sem: 0.0205)
🏁 [Epoch 34] Завершена! Суммарный лосс: 22.5231 (BPR: 19.0907, Sem: 3.4324)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2067), ('recall@50', 0.4121), ('ndcg@10', 0.1555), ('ndcg@50', 0.2129)])
   [Epoch 35] batch 50/172 | Loss: 0.1269 (BPR: 0.1064, Sem: 0.0205)
   [Epoch 35] batch 100/172 | Loss: 0.1408 (BPR: 0.1203, Sem: 0.0205)
   [Epoch 35] batch 150/172 | Loss: 0.1417 (BPR: 0.1209, Sem: 0.0207)
🏁 [Epoch 35] Завершена! Суммарный лосс: 22.3736 (BPR: 18.9427, Sem: 3.4309)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2075), ('recall@50', 0.4132), ('ndcg@10', 0.1553), ('ndcg@50', 0.2131)])
   [Epoch 36] batch 50/172 | Loss: 0.1290 (BPR: 0.1090, Sem: 0.0200)
   [Epoch 36] batch 100/172 | Loss: 0.1290 (BPR: 0.1100, Sem: 0.0189)
   [Epoch 36] batch 150/172 | Loss: 0.1209 (BPR: 0.1010, Sem: 0.0200)
🏁 [Epoch 36] Завершена! Суммарный лосс: 22.0151 (BPR: 18.5864, Sem: 3.4287)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2085), ('recall@50', 0.4137), ('ndcg@10', 0.1561), ('ndcg@50', 0.2138)])
   [Epoch 37] batch 50/172 | Loss: 0.1264 (BPR: 0.1066, Sem: 0.0198)
   [Epoch 37] batch 100/172 | Loss: 0.1284 (BPR: 0.1086, Sem: 0.0198)
   [Epoch 37] batch 150/172 | Loss: 0.1155 (BPR: 0.0948, Sem: 0.0207)
🏁 [Epoch 37] Завершена! Суммарный лосс: 21.8003 (BPR: 18.3730, Sem: 3.4273)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2107), ('recall@50', 0.4143), ('ndcg@10', 0.1572), ('ndcg@50', 0.2147)])
   [Epoch 38] batch 50/172 | Loss: 0.1217 (BPR: 0.1017, Sem: 0.0200)
   [Epoch 38] batch 100/172 | Loss: 0.1159 (BPR: 0.0955, Sem: 0.0205)
   [Epoch 38] batch 150/172 | Loss: 0.1317 (BPR: 0.1107, Sem: 0.0210)
🏁 [Epoch 38] Завершена! Суммарный лосс: 21.9071 (BPR: 18.4819, Sem: 3.4252)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2119), ('recall@50', 0.4173), ('ndcg@10', 0.1577), ('ndcg@50', 0.2155)])
   [Epoch 39] batch 50/172 | Loss: 0.1304 (BPR: 0.1103, Sem: 0.0202)
   [Epoch 39] batch 100/172 | Loss: 0.1221 (BPR: 0.1021, Sem: 0.0200)
   [Epoch 39] batch 150/172 | Loss: 0.1237 (BPR: 0.1042, Sem: 0.0195)
🏁 [Epoch 39] Завершена! Суммарный лосс: 21.6778 (BPR: 18.2544, Sem: 3.4234)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2129), ('recall@50', 0.4169), ('ndcg@10', 0.158), ('ndcg@50', 0.2158)])
   [Epoch 40] batch 50/172 | Loss: 0.1491 (BPR: 0.1292, Sem: 0.0199)
   [Epoch 40] batch 100/172 | Loss: 0.1335 (BPR: 0.1130, Sem: 0.0205)
   [Epoch 40] batch 150/172 | Loss: 0.1374 (BPR: 0.1183, Sem: 0.0191)
🏁 [Epoch 40] Завершена! Суммарный лосс: 21.4461 (BPR: 18.0246, Sem: 3.4216)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2146), ('recall@50', 0.4181), ('ndcg@10', 0.1591), ('ndcg@50', 0.2165)])
   [Epoch 41] batch 50/172 | Loss: 0.1302 (BPR: 0.1100, Sem: 0.0203)
