
🚀 Запуск Эксперимента 4: Dynamic Leaky Log Decay...
C:\research\.venv\Lib\site-packages\recbole\data\dataset\dataset.py:648: ChainedAssignmentError: A value is being set on a copy of a DataFrame or Series through chained assignment using an inplace method.
Such inplace method never works to update the original DataFrame or Series, because the intermediate object on which we are setting values always behaves as a copy (due to Copy-on-Write).

For example, when doing 'df[col].method(value, inplace=True)', try using 'df.method({col: value}, inplace=True)' instead, to perform the operation inplace on the original object, or try to avoid an inplace operation using 'df[col] = df[col].method(value)'.

See the documentation for a more detailed explanation: https://pandas.pydata.org/pandas-docs/stable/user_guide/copy_on_write.html
  feat[field].fillna(value=0, inplace=True)
C:\research\.venv\Lib\site-packages\recbole\data\dataset\dataset.py:650: ChainedAssignmentError: A value is being set on a copy of a DataFrame or Series through chained assignment using an inplace method.
Such inplace method never works to update the original DataFrame or Series, because the intermediate object on which we are setting values always behaves as a copy (due to Copy-on-Write).

For example, when doing 'df[col].method(value, inplace=True)', try using 'df.method({col: value}, inplace=True)' instead, to perform the operation inplace on the original object, or try to avoid an inplace operation using 'df[col] = df[col].method(value)'.

See the documentation for a more detailed explanation: https://pandas.pydata.org/pandas-docs/stable/user_guide/copy_on_write.html
  feat[field].fillna(value=feat[field].mean(), inplace=True)
C:\research\.venv\Lib\site-packages\recbole\data\dataset\dataset.py:2136: UserWarning: The given NumPy array is not writable, and PyTorch does not support non-writable tensors. This means writing to this tensor will result in undefined behavior. You may want to copy the array to protect its data or make it writable before converting it to a tensor. This type of warning will be suppressed for the rest of this program. (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\pytorch\torch\csrc\utils\tensor_numpy.cpp:209.)
  new_data[k] = torch.LongTensor(value)
C:\research\.venv\Lib\site-packages\recbole\model\general_recommender\lightgcn.py:124: UserWarning: torch.sparse.SparseTensor(indices, values, shape, *, device=) is deprecated.  Please use torch.sparse_coo_tensor(indices, values, shape, dtype=, device=). (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\pytorch\torch\csrc\utils\tensor_new.cpp:656.)
  SparseL = torch.sparse.FloatTensor(i, data, torch.Size(L.shape))
[AdaptiveLightGCN] ✅ Loaded 150 semantic centroids.
[AdaptiveLightGCN] 🔗 Успешно смапплено 5002 фильмов с кластерами.

[DynamicLeakyLog] 🌉 Применено Динамическое Дырявое Затухание!
   - Динамический порог (85%): 115.0 оценок
   - Min Weight (Floor): 0.05 (сохраняем мост для 715 хитов)
   - Tail (<=5 оценок): 2385 фильмов (вес тяготеет к 1.0)
🏁 [Epoch 4] Завершена! Суммарный лосс: 37.2079 (BPR: 33.5664, Sem: 3.6415)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1388), ('recall@50', 0.3128), ('ndcg@10', 0.1034), ('ndcg@50', 0.1505)])
   [Epoch 5] batch 50/172 | Loss: 0.2134 (BPR: 0.1925, Sem: 0.0209)
   [Epoch 5] batch 100/172 | Loss: 0.2022 (BPR: 0.1813, Sem: 0.0209)
   [Epoch 5] batch 150/172 | Loss: 0.2090 (BPR: 0.1876, Sem: 0.0214)
🏁 [Epoch 5] Завершена! Суммарный лосс: 36.7070 (BPR: 33.0662, Sem: 3.6408)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1406), ('recall@50', 0.3159), ('ndcg@10', 0.1042), ('ndcg@50', 0.1517)])
   [Epoch 6] batch 50/172 | Loss: 0.2172 (BPR: 0.1961, Sem: 0.0211)
   [Epoch 6] batch 100/172 | Loss: 0.2163 (BPR: 0.1953, Sem: 0.0210)
   [Epoch 6] batch 150/172 | Loss: 0.2149 (BPR: 0.1935, Sem: 0.0215)
🏁 [Epoch 6] Завершена! Суммарный лосс: 36.0867 (BPR: 32.4460, Sem: 3.6407)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1412), ('recall@50', 0.3186), ('ndcg@10', 0.1047), ('ndcg@50', 0.1529)])
   [Epoch 7] batch 50/172 | Loss: 0.2202 (BPR: 0.1990, Sem: 0.0212)
   [Epoch 7] batch 100/172 | Loss: 0.1888 (BPR: 0.1687, Sem: 0.0201)
   [Epoch 7] batch 150/172 | Loss: 0.2026 (BPR: 0.1822, Sem: 0.0205)
🏁 [Epoch 7] Завершена! Суммарный лосс: 35.3122 (BPR: 31.6730, Sem: 3.6392)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1462), ('recall@50', 0.3263), ('ndcg@10', 0.1074), ('ndcg@50', 0.1564)])
   [Epoch 8] batch 50/172 | Loss: 0.1938 (BPR: 0.1727, Sem: 0.0211)
   [Epoch 8] batch 100/172 | Loss: 0.2043 (BPR: 0.1838, Sem: 0.0206)
   [Epoch 8] batch 150/172 | Loss: 0.1809 (BPR: 0.1612, Sem: 0.0197)
🏁 [Epoch 8] Завершена! Суммарный лосс: 34.4428 (BPR: 30.8060, Sem: 3.6367)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1534), ('recall@50', 0.3363), ('ndcg@10', 0.111), ('ndcg@50', 0.1606)])
   [Epoch 9] batch 50/172 | Loss: 0.1865 (BPR: 0.1661, Sem: 0.0205)
   [Epoch 9] batch 100/172 | Loss: 0.2240 (BPR: 0.2018, Sem: 0.0222)
   [Epoch 9] batch 150/172 | Loss: 0.1937 (BPR: 0.1720, Sem: 0.0217)
🏁 [Epoch 9] Завершена! Суммарный лосс: 33.7411 (BPR: 30.1067, Sem: 3.6344)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1612), ('recall@50', 0.3475), ('ndcg@10', 0.1155), ('ndcg@50', 0.1661)])
   [Epoch 10] batch 50/172 | Loss: 0.2017 (BPR: 0.1794, Sem: 0.0223)
   [Epoch 10] batch 100/172 | Loss: 0.1900 (BPR: 0.1692, Sem: 0.0208)
   [Epoch 10] batch 150/172 | Loss: 0.1827 (BPR: 0.1617, Sem: 0.0210)
🏁 [Epoch 10] Завершена! Суммарный лосс: 32.6882 (BPR: 29.0570, Sem: 3.6312)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1686), ('recall@50', 0.3559), ('ndcg@10', 0.1197), ('ndcg@50', 0.1708)])
   [Epoch 11] batch 50/172 | Loss: 0.1742 (BPR: 0.1523, Sem: 0.0219)
   [Epoch 11] batch 100/172 | Loss: 0.1773 (BPR: 0.1569, Sem: 0.0204)
   [Epoch 11] batch 150/172 | Loss: 0.1965 (BPR: 0.1743, Sem: 0.0221)
🏁 [Epoch 11] Завершена! Суммарный лосс: 32.0282 (BPR: 28.4002, Sem: 3.6280)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1742), ('recall@50', 0.3645), ('ndcg@10', 0.1236), ('ndcg@50', 0.1757)])
   [Epoch 12] batch 50/172 | Loss: 0.1714 (BPR: 0.1510, Sem: 0.0204)
   [Epoch 12] batch 100/172 | Loss: 0.1845 (BPR: 0.1637, Sem: 0.0208)
   [Epoch 12] batch 150/172 | Loss: 0.1700 (BPR: 0.1486, Sem: 0.0214)
🏁 [Epoch 12] Завершена! Суммарный лосс: 31.0240 (BPR: 27.3995, Sem: 3.6245)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.177), ('recall@50', 0.3708), ('ndcg@10', 0.1271), ('ndcg@50', 0.1803)])
   [Epoch 13] batch 50/172 | Loss: 0.1678 (BPR: 0.1471, Sem: 0.0207)
   [Epoch 13] batch 100/172 | Loss: 0.1745 (BPR: 0.1536, Sem: 0.0209)
   [Epoch 13] batch 150/172 | Loss: 0.1678 (BPR: 0.1465, Sem: 0.0213)
🏁 [Epoch 13] Завершена! Суммарный лосс: 30.2869 (BPR: 26.6655, Sem: 3.6214)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1778), ('recall@50', 0.3768), ('ndcg@10', 0.1282), ('ndcg@50', 0.1831)])
   [Epoch 14] batch 50/172 | Loss: 0.1679 (BPR: 0.1471, Sem: 0.0208)
   [Epoch 14] batch 100/172 | Loss: 0.1745 (BPR: 0.1543, Sem: 0.0203)
   [Epoch 14] batch 150/172 | Loss: 0.1695 (BPR: 0.1486, Sem: 0.0209)
🏁 [Epoch 14] Завершена! Суммарный лосс: 29.6869 (BPR: 26.0686, Sem: 3.6183)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1802), ('recall@50', 0.3811), ('ndcg@10', 0.1305), ('ndcg@50', 0.1859)])
   [Epoch 15] batch 50/172 | Loss: 0.1749 (BPR: 0.1539, Sem: 0.0211)
   [Epoch 15] batch 100/172 | Loss: 0.1764 (BPR: 0.1552, Sem: 0.0211)
   [Epoch 15] batch 150/172 | Loss: 0.1723 (BPR: 0.1507, Sem: 0.0216)
🏁 [Epoch 15] Завершена! Суммарный лосс: 29.1798 (BPR: 25.5648, Sem: 3.6150)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1844), ('recall@50', 0.3835), ('ndcg@10', 0.1339), ('ndcg@50', 0.1885)])
   [Epoch 16] batch 50/172 | Loss: 0.1619 (BPR: 0.1406, Sem: 0.0213)
   [Epoch 16] batch 100/172 | Loss: 0.1674 (BPR: 0.1460, Sem: 0.0214)
   [Epoch 16] batch 150/172 | Loss: 0.1748 (BPR: 0.1528, Sem: 0.0221)
🏁 [Epoch 16] Завершена! Суммарный лосс: 28.3675 (BPR: 24.7550, Sem: 3.6124)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1854), ('recall@50', 0.3856), ('ndcg@10', 0.1351), ('ndcg@50', 0.19)])
   [Epoch 17] batch 50/172 | Loss: 0.1521 (BPR: 0.1315, Sem: 0.0206)
   [Epoch 17] batch 100/172 | Loss: 0.1661 (BPR: 0.1450, Sem: 0.0211)
   [Epoch 17] batch 150/172 | Loss: 0.1707 (BPR: 0.1498, Sem: 0.0209)
🏁 [Epoch 17] Завершена! Суммарный лосс: 27.8180 (BPR: 24.2075, Sem: 3.6105)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1867), ('recall@50', 0.3883), ('ndcg@10', 0.1359), ('ndcg@50', 0.1915)])
   [Epoch 18] batch 50/172 | Loss: 0.1578 (BPR: 0.1371, Sem: 0.0208)
   [Epoch 18] batch 100/172 | Loss: 0.1481 (BPR: 0.1270, Sem: 0.0212)
   [Epoch 18] batch 150/172 | Loss: 0.1580 (BPR: 0.1367, Sem: 0.0213)
🏁 [Epoch 18] Завершена! Суммарный лосс: 27.2177 (BPR: 23.6100, Sem: 3.6077)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1874), ('recall@50', 0.3888), ('ndcg@10', 0.1376), ('ndcg@50', 0.1933)])
   [Epoch 19] batch 50/172 | Loss: 0.1582 (BPR: 0.1377, Sem: 0.0205)
   [Epoch 19] batch 100/172 | Loss: 0.1558 (BPR: 0.1359, Sem: 0.0200)
   [Epoch 19] batch 150/172 | Loss: 0.1672 (BPR: 0.1458, Sem: 0.0214)
🏁 [Epoch 19] Завершена! Суммарный лосс: 27.2077 (BPR: 23.6017, Sem: 3.6060)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1885), ('recall@50', 0.391), ('ndcg@10', 0.1387), ('ndcg@50', 0.1948)])
   [Epoch 20] batch 50/172 | Loss: 0.1464 (BPR: 0.1248, Sem: 0.0216)
   [Epoch 20] batch 100/172 | Loss: 0.1538 (BPR: 0.1317, Sem: 0.0222)
   [Epoch 20] batch 150/172 | Loss: 0.1388 (BPR: 0.1186, Sem: 0.0202)
🏁 [Epoch 20] Завершена! Суммарный лосс: 26.2172 (BPR: 22.6143, Sem: 3.6029)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1903), ('recall@50', 0.3928), ('ndcg@10', 0.14), ('ndcg@50', 0.1962)])
   [Epoch 21] batch 50/172 | Loss: 0.1515 (BPR: 0.1309, Sem: 0.0206)
   [Epoch 21] batch 100/172 | Loss: 0.1322 (BPR: 0.1122, Sem: 0.0200)
   [Epoch 21] batch 150/172 | Loss: 0.1393 (BPR: 0.1180, Sem: 0.0212)
🏁 [Epoch 21] Завершена! Суммарный лосс: 26.1024 (BPR: 22.5014, Sem: 3.6011)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1901), ('recall@50', 0.395), ('ndcg@10', 0.1409), ('ndcg@50', 0.198)])
   [Epoch 22] batch 50/172 | Loss: 0.1401 (BPR: 0.1192, Sem: 0.0208)
   [Epoch 22] batch 100/172 | Loss: 0.1504 (BPR: 0.1292, Sem: 0.0212)
   [Epoch 22] batch 150/172 | Loss: 0.1490 (BPR: 0.1282, Sem: 0.0208)
🏁 [Epoch 22] Завершена! Суммарный лосс: 25.7064 (BPR: 22.1075, Sem: 3.5989)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1918), ('recall@50', 0.3968), ('ndcg@10', 0.1427), ('ndcg@50', 0.1997)])
   [Epoch 23] batch 50/172 | Loss: 0.1391 (BPR: 0.1179, Sem: 0.0212)
   [Epoch 23] batch 100/172 | Loss: 0.1422 (BPR: 0.1209, Sem: 0.0213)
   [Epoch 23] batch 150/172 | Loss: 0.1447 (BPR: 0.1239, Sem: 0.0209)
🏁 [Epoch 23] Завершена! Суммарный лосс: 25.1774 (BPR: 21.5804, Sem: 3.5970)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1932), ('recall@50', 0.3993), ('ndcg@10', 0.1445), ('ndcg@50', 0.202)])
   [Epoch 24] batch 50/172 | Loss: 0.1500 (BPR: 0.1280, Sem: 0.0220)
   [Epoch 24] batch 100/172 | Loss: 0.1377 (BPR: 0.1173, Sem: 0.0204)
   [Epoch 24] batch 150/172 | Loss: 0.1396 (BPR: 0.1192, Sem: 0.0204)
🏁 [Epoch 24] Завершена! Суммарный лосс: 25.1094 (BPR: 21.5144, Sem: 3.5950)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1972), ('recall@50', 0.4014), ('ndcg@10', 0.1472), ('ndcg@50', 0.204)])
   [Epoch 25] batch 50/172 | Loss: 0.1430 (BPR: 0.1220, Sem: 0.0210)
   [Epoch 25] batch 100/172 | Loss: 0.1446 (BPR: 0.1239, Sem: 0.0207)
   [Epoch 25] batch 150/172 | Loss: 0.1541 (BPR: 0.1336, Sem: 0.0205)
🏁 [Epoch 25] Завершена! Суммарный лосс: 24.8509 (BPR: 21.2577, Sem: 3.5932)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.198), ('recall@50', 0.4022), ('ndcg@10', 0.148), ('ndcg@50', 0.205)])
   [Epoch 26] batch 50/172 | Loss: 0.1323 (BPR: 0.1120, Sem: 0.0203)
   [Epoch 26] batch 100/172 | Loss: 0.1405 (BPR: 0.1205, Sem: 0.0200)
   [Epoch 26] batch 150/172 | Loss: 0.1400 (BPR: 0.1190, Sem: 0.0211)
🏁 [Epoch 26] Завершена! Суммарный лосс: 24.4625 (BPR: 20.8708, Sem: 3.5918)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2003), ('recall@50', 0.4035), ('ndcg@10', 0.1499), ('ndcg@50', 0.2068)])
   [Epoch 27] batch 50/172 | Loss: 0.1442 (BPR: 0.1236, Sem: 0.0207)
   [Epoch 27] batch 100/172 | Loss: 0.1307 (BPR: 0.1094, Sem: 0.0214)
   [Epoch 27] batch 150/172 | Loss: 0.1521 (BPR: 0.1317, Sem: 0.0205)
🏁 [Epoch 27] Завершена! Суммарный лосс: 24.2920 (BPR: 20.7018, Sem: 3.5902)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2016), ('recall@50', 0.4044), ('ndcg@10', 0.1515), ('ndcg@50', 0.2081)])
   [Epoch 28] batch 50/172 | Loss: 0.1400 (BPR: 0.1185, Sem: 0.0215)
   [Epoch 28] batch 100/172 | Loss: 0.1440 (BPR: 0.1230, Sem: 0.0210)
   [Epoch 28] batch 150/172 | Loss: 0.1259 (BPR: 0.1061, Sem: 0.0199)
🏁 [Epoch 28] Завершена! Суммарный лосс: 23.8838 (BPR: 20.2958, Sem: 3.5881)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2034), ('recall@50', 0.4078), ('ndcg@10', 0.1523), ('ndcg@50', 0.2095)])
   [Epoch 29] batch 50/172 | Loss: 0.1395 (BPR: 0.1190, Sem: 0.0205)
   [Epoch 29] batch 100/172 | Loss: 0.1474 (BPR: 0.1272, Sem: 0.0202)
   [Epoch 29] batch 150/172 | Loss: 0.1434 (BPR: 0.1226, Sem: 0.0208)
🏁 [Epoch 29] Завершена! Суммарный лосс: 23.8651 (BPR: 20.2792, Sem: 3.5859)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2057), ('recall@50', 0.4099), ('ndcg@10', 0.1544), ('ndcg@50', 0.2115)])
   [Epoch 30] batch 50/172 | Loss: 0.1330 (BPR: 0.1115, Sem: 0.0215)
   [Epoch 30] batch 100/172 | Loss: 0.1498 (BPR: 0.1286, Sem: 0.0212)
   [Epoch 30] batch 150/172 | Loss: 0.1429 (BPR: 0.1223, Sem: 0.0206)
🏁 [Epoch 30] Завершена! Суммарный лосс: 23.3764 (BPR: 19.7915, Sem: 3.5849)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2061), ('recall@50', 0.4108), ('ndcg@10', 0.1552), ('ndcg@50', 0.2126)])
   [Epoch 31] batch 50/172 | Loss: 0.1380 (BPR: 0.1174, Sem: 0.0205)
   [Epoch 31] batch 100/172 | Loss: 0.1345 (BPR: 0.1131, Sem: 0.0214)
   [Epoch 31] batch 150/172 | Loss: 0.1469 (BPR: 0.1253, Sem: 0.0216)
🏁 [Epoch 31] Завершена! Суммарный лосс: 23.0129 (BPR: 19.4294, Sem: 3.5834)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2099), ('recall@50', 0.412), ('ndcg@10', 0.157), ('ndcg@50', 0.2137)])
   [Epoch 32] batch 50/172 | Loss: 0.1182 (BPR: 0.0986, Sem: 0.0195)
   [Epoch 32] batch 100/172 | Loss: 0.1167 (BPR: 0.0972, Sem: 0.0195)
   [Epoch 32] batch 150/172 | Loss: 0.1270 (BPR: 0.1070, Sem: 0.0200)
🏁 [Epoch 32] Завершена! Суммарный лосс: 22.9167 (BPR: 19.3351, Sem: 3.5816)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2103), ('recall@50', 0.4136), ('ndcg@10', 0.1571), ('ndcg@50', 0.2143)])
   [Epoch 33] batch 50/172 | Loss: 0.1400 (BPR: 0.1190, Sem: 0.0210)
   [Epoch 33] batch 100/172 | Loss: 0.1388 (BPR: 0.1181, Sem: 0.0207)
   [Epoch 33] batch 150/172 | Loss: 0.1237 (BPR: 0.1016, Sem: 0.0221)
🏁 [Epoch 33] Завершена! Суммарный лосс: 22.7025 (BPR: 19.1224, Sem: 3.5801)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2123), ('recall@50', 0.4157), ('ndcg@10', 0.1588), ('ndcg@50', 0.2157)])
   [Epoch 34] batch 50/172 | Loss: 0.1348 (BPR: 0.1140, Sem: 0.0208)
   [Epoch 34] batch 100/172 | Loss: 0.1338 (BPR: 0.1126, Sem: 0.0212)
   [Epoch 34] batch 150/172 | Loss: 0.1100 (BPR: 0.0887, Sem: 0.0212)
🏁 [Epoch 34] Завершена! Суммарный лосс: 22.4683 (BPR: 18.8904, Sem: 3.5779)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2136), ('recall@50', 0.4163), ('ndcg@10', 0.1596), ('ndcg@50', 0.2165)])
   [Epoch 35] batch 50/172 | Loss: 0.1267 (BPR: 0.1054, Sem: 0.0213)
   [Epoch 35] batch 100/172 | Loss: 0.1408 (BPR: 0.1194, Sem: 0.0214)
   [Epoch 35] batch 150/172 | Loss: 0.1412 (BPR: 0.1194, Sem: 0.0217)
🏁 [Epoch 35] Завершена! Суммарный лосс: 22.3027 (BPR: 18.7257, Sem: 3.5771)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2144), ('recall@50', 0.4165), ('ndcg@10', 0.1597), ('ndcg@50', 0.2167)])
   [Epoch 36] batch 50/172 | Loss: 0.1279 (BPR: 0.1071, Sem: 0.0208)
   [Epoch 36] batch 100/172 | Loss: 0.1285 (BPR: 0.1086, Sem: 0.0199)
   [Epoch 36] batch 150/172 | Loss: 0.1205 (BPR: 0.0997, Sem: 0.0208)
🏁 [Epoch 36] Завершена! Суммарный лосс: 21.9311 (BPR: 18.3558, Sem: 3.5753)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2149), ('recall@50', 0.4175), ('ndcg@10', 0.1605), ('ndcg@50', 0.2177)])
   [Epoch 37] batch 50/172 | Loss: 0.1258 (BPR: 0.1053, Sem: 0.0205)
   [Epoch 37] batch 100/172 | Loss: 0.1281 (BPR: 0.1073, Sem: 0.0208)
   [Epoch 37] batch 150/172 | Loss: 0.1153 (BPR: 0.0938, Sem: 0.0215)
🏁 [Epoch 37] Завершена! Суммарный лосс: 21.7078 (BPR: 18.1333, Sem: 3.5745)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2166), ('recall@50', 0.4196), ('ndcg@10', 0.1611), ('ndcg@50', 0.2184)])
   [Epoch 38] batch 50/172 | Loss: 0.1214 (BPR: 0.1006, Sem: 0.0208)
   [Epoch 38] batch 100/172 | Loss: 0.1155 (BPR: 0.0942, Sem: 0.0212)
   [Epoch 38] batch 150/172 | Loss: 0.1311 (BPR: 0.1093, Sem: 0.0218)
🏁 [Epoch 38] Завершена! Суммарный лосс: 21.8008 (BPR: 18.2275, Sem: 3.5732)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2166), ('recall@50', 0.4214), ('ndcg@10', 0.1611), ('ndcg@50', 0.2189)])
   [Epoch 39] batch 50/172 | Loss: 0.1302 (BPR: 0.1091, Sem: 0.0211)
   [Epoch 39] batch 100/172 | Loss: 0.1216 (BPR: 0.1008, Sem: 0.0208)
   [Epoch 39] batch 150/172 | Loss: 0.1225 (BPR: 0.1022, Sem: 0.0204)
🏁 [Epoch 39] Завершена! Суммарный лосс: 21.5570 (BPR: 17.9853, Sem: 3.5716)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2169), ('recall@50', 0.4228), ('ndcg@10', 0.1614), ('ndcg@50', 0.2197)])
   [Epoch 40] batch 50/172 | Loss: 0.1475 (BPR: 0.1267, Sem: 0.0208)
   [Epoch 40] batch 100/172 | Loss: 0.1333 (BPR: 0.1118, Sem: 0.0215)
   [Epoch 40] batch 150/172 | Loss: 0.1372 (BPR: 0.1173, Sem: 0.0199)
🏁 [Epoch 40] Завершена! Суммарный лосс: 21.3117 (BPR: 17.7411, Sem: 3.5705)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2179), ('recall@50', 0.4245), ('ndcg@10', 0.1622), ('ndcg@50', 0.2203)])
   [Epoch 41] batch 50/172 | Loss: 0.1299 (BPR: 0.1087, Sem: 0.0211)
