
🚀 Запуск Эксперимента 4: Dynamic Leaky Log Decay...
C:\research\.venv\Lib\site-packages\recbole\data\dataset\dataset.py:648: ChainedAssignmentError: A value is being set on a copy of a DataFrame or Series through chained assignment using an inplace method.
Such inplace method never works to update the original DataFrame or Series, because the intermediate object on which we are setting values always behaves as a copy (due to Copy-on-Write).

For example, when doing 'df[col].method(value, inplace=True)', try using 'df.method({col: value}, inplace=True)' instead, to perform the operation inplace on the original object, or try to avoid an inplace operation using 'df[col] = df[col].method(value)'.

See the documentation for a more detailed explanation: https://pandas.pydata.org/pandas-docs/stable/user_guide/copy_on_write.html
  feat[field].fillna(value=0, inplace=True)
C:\research\.venv\Lib\site-packages\recbole\data\dataset\dataset.py:650: ChainedAssignmentError: A value is being set on a copy of a DataFrame or Series through chained assignment using an inplace method.
Such inplace method never works to update the original DataFrame or Series, because the intermediate object on which we are setting values always behaves as a copy (due to Copy-on-Write).

For example, when doing 'df[col].method(value, inplace=True)', try using 'df.method({col: value}, inplace=True)' instead, to perform the operation inplace on the original object, or try to avoid an inplace operation using 'df[col] = df[col].method(value)'.

See the documentation for a more detailed explanation: https://pandas.pydata.org/pandas-docs/stable/user_guide/copy_on_write.html
  feat[field].fillna(value=feat[field].mean(), inplace=True)
C:\research\.venv\Lib\site-packages\recbole\data\dataset\dataset.py:2136: UserWarning: The given NumPy array is not writable, and PyTorch does not support non-writable tensors. This means writing to this tensor will result in undefined behavior. You may want to copy the array to protect its data or make it writable before converting it to a tensor. This type of warning will be suppressed for the rest of this program. (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\pytorch\torch\csrc\utils\tensor_numpy.cpp:209.)
  new_data[k] = torch.LongTensor(value)
[Graph Rewiring] Строим семантические фантомные ребра. Находим близких Head-соседей для Tail-фильмов...
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.0566), ('recall@50', 0.2585), ('ndcg@10', 0.0355), ('ndcg@50', 0.0911)])
   [Epoch 5] batch 50/172 | Loss: -0.5252 (BPR: 0.3889, Sem: 0.1329)
   [Epoch 5] batch 100/172 | Loss: -0.6192 (BPR: 0.3840, Sem: 0.1149)
   [Epoch 5] batch 150/172 | Loss: -0.5747 (BPR: 0.3893, Sem: 0.1395)
🏁 [Epoch 5] Завершена! Суммарный лосс: -104.4842 (BPR: 65.2210, Sem: 20.4661)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.0696), ('recall@50', 0.2793), ('ndcg@10', 0.0411), ('ndcg@50', 0.1015)])
   [Epoch 6] batch 50/172 | Loss: -0.7859 (BPR: 0.3597, Sem: 0.1063)
   [Epoch 6] batch 100/172 | Loss: -0.9027 (BPR: 0.3129, Sem: 0.1174)
   [Epoch 6] batch 150/172 | Loss: -0.8716 (BPR: 0.3353, Sem: 0.1196)
🏁 [Epoch 6] Завершена! Суммарный лосс: -143.0410 (BPR: 58.2703, Sem: 19.9614)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.0871), ('recall@50', 0.2884), ('ndcg@10', 0.0528), ('ndcg@50', 0.1118)])

⚖️ АВТО-БАЛАНС: Вес BPR = 2.6634 | Вес Sem = 3.3734
   Сырые лоссы: BPR = 0.3280 | Sem = 0.1329
   [Epoch 7] batch 50/172 | Loss: -0.8880 (BPR: 0.3548, Sem: 0.1115)
   [Epoch 7] batch 100/172 | Loss: -0.9235 (BPR: 0.3138, Sem: 0.1405)
   [Epoch 7] batch 150/172 | Loss: -1.0597 (BPR: 0.3053, Sem: 0.1164)
🏁 [Epoch 7] Завершена! Суммарный лосс: -169.4206 (BPR: 53.3798, Sem: 21.2838)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1014), ('recall@50', 0.2957), ('ndcg@10', 0.0626), ('ndcg@50', 0.12)])
   [Epoch 8] batch 50/172 | Loss: -1.2150 (BPR: 0.2775, Sem: 0.1076)

⚖️ АВТО-БАЛАНС: Вес BPR = 3.1182 | Вес Sem = 4.0894
   Сырые лоссы: BPR = 0.2756 | Sem = 0.1146
   [Epoch 8] batch 100/172 | Loss: -1.1874 (BPR: 0.2947, Sem: 0.1078)
   [Epoch 8] batch 150/172 | Loss: -1.3006 (BPR: 0.2606, Sem: 0.1123)
🏁 [Epoch 8] Завершена! Суммарный лосс: -202.5034 (BPR: 49.3081, Sem: 19.6799)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.0976), ('recall@50', 0.2973), ('ndcg@10', 0.058), ('ndcg@50', 0.1172)])
   [Epoch 9] batch 50/172 | Loss: -1.2844 (BPR: 0.2778, Sem: 0.1100)
   [Epoch 9] batch 100/172 | Loss: -1.2291 (BPR: 0.2912, Sem: 0.1164)
   [Epoch 9] batch 150/172 | Loss: -1.2858 (BPR: 0.2724, Sem: 0.1214)
🏁 [Epoch 9] Завершена! Суммарный лосс: -219.2243 (BPR: 46.6213, Sem: 20.6789)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.11), ('recall@50', 0.2916), ('ndcg@10', 0.0698), ('ndcg@50', 0.1232)])
   [Epoch 10] batch 50/172 | Loss: -1.3528 (BPR: 0.2614, Sem: 0.1199)
   [Epoch 10] batch 100/172 | Loss: -1.2354 (BPR: 0.2716, Sem: 0.1380)

⚖️ АВТО-БАЛАНС: Вес BPR = 3.6704 | Вес Sem = 5.2805
   Сырые лоссы: BPR = 0.2506 | Sem = 0.1141
   [Epoch 10] batch 150/172 | Loss: -1.6022 (BPR: 0.2214, Sem: 0.1058)
🏁 [Epoch 10] Завершена! Суммарный лосс: -237.8403 (BPR: 44.6386, Sem: 20.1751)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1119), ('recall@50', 0.2896), ('ndcg@10', 0.0707), ('ndcg@50', 0.123)])
   [Epoch 11] batch 50/172 | Loss: -1.4848 (BPR: 0.2386, Sem: 0.1194)
   [Epoch 11] batch 100/172 | Loss: -1.5949 (BPR: 0.2352, Sem: 0.1047)
   [Epoch 11] batch 150/172 | Loss: -1.5232 (BPR: 0.2465, Sem: 0.1115)
🏁 [Epoch 11] Завершена! Суммарный лосс: -260.7224 (BPR: 42.7140, Sem: 18.7307)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1166), ('recall@50', 0.2943), ('ndcg@10', 0.0758), ('ndcg@50', 0.1274)])
   [Epoch 12] batch 50/172 | Loss: -1.5455 (BPR: 0.2238, Sem: 0.1245)
   [Epoch 12] batch 100/172 | Loss: -1.6652 (BPR: 0.2263, Sem: 0.1054)
   [Epoch 12] batch 150/172 | Loss: -1.5733 (BPR: 0.2475, Sem: 0.1076)
🏁 [Epoch 12] Завершена! Суммарный лосс: -269.2057 (BPR: 41.4715, Sem: 19.1456)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1083), ('recall@50', 0.2843), ('ndcg@10', 0.0707), ('ndcg@50', 0.1218)])
   [Epoch 13] batch 50/172 | Loss: -1.6704 (BPR: 0.2376, Sem: 0.1010)
   [Epoch 13] batch 100/172 | Loss: -1.6672 (BPR: 0.2315, Sem: 0.1061)
   [Epoch 13] batch 150/172 | Loss: -1.5759 (BPR: 0.2508, Sem: 0.1085)
🏁 [Epoch 13] Завершена! Суммарный лосс: -289.3504 (BPR: 39.9539, Sem: 17.7697)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1147), ('recall@50', 0.2836), ('ndcg@10', 0.0768), ('ndcg@50', 0.1252)])

⚖️ АВТО-БАЛАНС: Вес BPR = 4.2806 | Вес Sem = 7.4663
   Сырые лоссы: BPR = 0.2731 | Sem = 0.1020
   [Epoch 14] batch 50/172 | Loss: -1.7843 (BPR: 0.2105, Sem: 0.1046)
   [Epoch 14] batch 100/172 | Loss: -1.7194 (BPR: 0.2378, Sem: 0.0983)
   [Epoch 14] batch 150/172 | Loss: -1.6977 (BPR: 0.2395, Sem: 0.1009)
🏁 [Epoch 14] Завершена! Суммарный лосс: -296.2104 (BPR: 39.3471, Sem: 17.7002)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.116), ('recall@50', 0.2859), ('ndcg@10', 0.0798), ('ndcg@50', 0.1279)])
   [Epoch 15] batch 50/172 | Loss: -1.6839 (BPR: 0.2305, Sem: 0.1081)
   [Epoch 15] batch 100/172 | Loss: -1.7856 (BPR: 0.2106, Sem: 0.1067)
   [Epoch 15] batch 150/172 | Loss: -1.6375 (BPR: 0.2530, Sem: 0.1023)
🏁 [Epoch 15] Завершена! Суммарный лосс: -303.0905 (BPR: 38.5596, Sem: 17.5605)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1179), ('recall@50', 0.2929), ('ndcg@10', 0.0809), ('ndcg@50', 0.1304)])

⚖️ АВТО-БАЛАНС: Вес BPR = 4.4538 | Вес Sem = 8.5421
   Сырые лоссы: BPR = 0.2485 | Sem = 0.1003
   [Epoch 16] batch 50/172 | Loss: -1.7577 (BPR: 0.2199, Sem: 0.1056)
   [Epoch 16] batch 100/172 | Loss: -1.7986 (BPR: 0.2331, Sem: 0.0943)
   [Epoch 16] batch 150/172 | Loss: -1.7809 (BPR: 0.2262, Sem: 0.1001)

⚖️ АВТО-БАЛАНС: Вес BPR = 4.4989 | Вес Sem = 8.9050
   Сырые лоссы: BPR = 0.2154 | Sem = 0.1020

⚖️ АВТО-БАЛАНС: Вес BPR = 4.5019 | Вес Sem = 8.9192
   Сырые лоссы: BPR = 0.1984 | Sem = 0.0988
🏁 [Epoch 16] Завершена! Суммарный лосс: -311.2912 (BPR: 37.7882, Sem: 17.1806)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1177), ('recall@50', 0.2874), ('ndcg@10', 0.0796), ('ndcg@50', 0.1283)])
   [Epoch 17] batch 50/172 | Loss: -1.8117 (BPR: 0.2212, Sem: 0.0995)
   [Epoch 17] batch 100/172 | Loss: -1.8120 (BPR: 0.2295, Sem: 0.0955)

⚖️ АВТО-БАЛАНС: Вес BPR = 4.5844 | Вес Sem = 9.2648
   Сырые лоссы: BPR = 0.2150 | Sem = 0.0934
   [Epoch 17] batch 150/172 | Loss: -1.8639 (BPR: 0.2166, Sem: 0.0964)
🏁 [Epoch 17] Завершена! Суммарный лосс: -316.6139 (BPR: 37.4317, Sem: 16.8824)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1144), ('recall@50', 0.2851), ('ndcg@10', 0.078), ('ndcg@50', 0.1268)])
   [Epoch 18] batch 50/172 | Loss: -1.9655 (BPR: 0.2070, Sem: 0.0903)
   [Epoch 18] batch 100/172 | Loss: -1.9269 (BPR: 0.2069, Sem: 0.0947)
   [Epoch 18] batch 150/172 | Loss: -1.7592 (BPR: 0.2253, Sem: 0.1033)
🏁 [Epoch 18] Завершена! Суммарный лосс: -320.4789 (BPR: 36.5981, Sem: 16.9398)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1176), ('recall@50', 0.2905), ('ndcg@10', 0.0807), ('ndcg@50', 0.1297)])
   [Epoch 19] batch 50/172 | Loss: -1.7032 (BPR: 0.2543, Sem: 0.0951)
   [Epoch 19] batch 100/172 | Loss: -2.0348 (BPR: 0.1937, Sem: 0.0903)
   [Epoch 19] batch 150/172 | Loss: -1.8682 (BPR: 0.2293, Sem: 0.0904)
🏁 [Epoch 19] Завершена! Суммарный лосс: -325.9400 (BPR: 36.6082, Sem: 16.4092)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.12), ('recall@50', 0.2956), ('ndcg@10', 0.0806), ('ndcg@50', 0.1312)])

⚖️ АВТО-БАЛАНС: Вес BPR = 4.6886 | Вес Sem = 10.0189
   Сырые лоссы: BPR = 0.2464 | Sem = 0.0971
   [Epoch 20] batch 50/172 | Loss: -1.9361 (BPR: 0.2060, Sem: 0.0946)

⚖️ АВТО-БАЛАНС: Вес BPR = 4.7631 | Вес Sem = 10.0925
   Сырые лоссы: BPR = 0.1870 | Sem = 0.1034
   [Epoch 20] batch 100/172 | Loss: -1.7530 (BPR: 0.2305, Sem: 0.1012)
   [Epoch 20] batch 150/172 | Loss: -1.8967 (BPR: 0.1921, Sem: 0.1052)
🏁 [Epoch 20] Завершена! Суммарный лосс: -324.9626 (BPR: 35.8475, Sem: 16.8811)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.12), ('recall@50', 0.2921), ('ndcg@10', 0.0802), ('ndcg@50', 0.1298)])
   [Epoch 21] batch 50/172 | Loss: -1.9655 (BPR: 0.1984, Sem: 0.0954)
   [Epoch 21] batch 100/172 | Loss: -1.9837 (BPR: 0.1717, Sem: 0.1063)
   [Epoch 21] batch 150/172 | Loss: -1.9437 (BPR: 0.2018, Sem: 0.0959)
🏁 [Epoch 21] Завершена! Суммарный лосс: -322.6846 (BPR: 35.6746, Sem: 17.1899)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1197), ('recall@50', 0.2878), ('ndcg@10', 0.0812), ('ndcg@50', 0.1291)])
   [Epoch 22] batch 50/172 | Loss: -1.8324 (BPR: 0.2176, Sem: 0.0994)

⚖️ АВТО-БАЛАНС: Вес BPR = 4.8606 | Вес Sem = 10.0980
   Сырые лоссы: BPR = 0.1880 | Sem = 0.0939
   [Epoch 22] batch 100/172 | Loss: -1.8473 (BPR: 0.2185, Sem: 0.0975)
   [Epoch 22] batch 150/172 | Loss: -1.8954 (BPR: 0.2072, Sem: 0.0981)
🏁 [Epoch 22] Завершена! Суммарный лосс: -329.5209 (BPR: 35.1818, Sem: 16.7504)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1206), ('recall@50', 0.2906), ('ndcg@10', 0.0838), ('ndcg@50', 0.1319)])
   [Epoch 23] batch 50/172 | Loss: -1.9906 (BPR: 0.1800, Sem: 0.1019)

⚖️ АВТО-БАЛАНС: Вес BPR = 4.8794 | Вес Sem = 10.1487
   Сырые лоссы: BPR = 0.2086 | Sem = 0.1048
   [Epoch 23] batch 100/172 | Loss: -1.8673 (BPR: 0.1980, Sem: 0.1054)
   [Epoch 23] batch 150/172 | Loss: -1.9033 (BPR: 0.1994, Sem: 0.1012)
🏁 [Epoch 23] Завершена! Суммарный лосс: -322.4698 (BPR: 35.2383, Sem: 17.4219)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1187), ('recall@50', 0.2858), ('ndcg@10', 0.0821), ('ndcg@50', 0.1298)])
   [Epoch 24] batch 50/172 | Loss: -1.8143 (BPR: 0.2133, Sem: 0.1032)
   [Epoch 24] batch 100/172 | Loss: -1.9132 (BPR: 0.1696, Sem: 0.1150)
   [Epoch 24] batch 150/172 | Loss: -1.9449 (BPR: 0.2005, Sem: 0.0964)
🏁 [Epoch 24] Завершена! Суммарный лосс: -323.7133 (BPR: 34.8654, Sem: 17.4826)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1226), ('recall@50', 0.2938), ('ndcg@10', 0.0862), ('ndcg@50', 0.1341)])
   [Epoch 25] batch 50/172 | Loss: -1.9810 (BPR: 0.1837, Sem: 0.1012)
   [Epoch 25] batch 100/172 | Loss: -1.8080 (BPR: 0.2167, Sem: 0.1021)
   [Epoch 25] batch 150/172 | Loss: -2.0290 (BPR: 0.1993, Sem: 0.0888)
🏁 [Epoch 25] Завершена! Суммарный лосс: -333.2343 (BPR: 34.7587, Sem: 16.5886)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1225), ('recall@50', 0.2931), ('ndcg@10', 0.0853), ('ndcg@50', 0.1336)])
   [Epoch 26] batch 50/172 | Loss: -1.9958 (BPR: 0.1934, Sem: 0.0950)
   [Epoch 26] batch 100/172 | Loss: -1.9411 (BPR: 0.2027, Sem: 0.0958)
   [Epoch 26] batch 150/172 | Loss: -1.9689 (BPR: 0.1848, Sem: 0.1018)
🏁 [Epoch 26] Завершена! Суммарный лосс: -331.2971 (BPR: 34.3646, Sem: 16.9730)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1215), ('recall@50', 0.2873), ('ndcg@10', 0.0852), ('ndcg@50', 0.1324)])
   [Epoch 27] batch 50/172 | Loss: -1.7628 (BPR: 0.2255, Sem: 0.1022)
   [Epoch 27] batch 100/172 | Loss: -1.9573 (BPR: 0.2040, Sem: 0.0935)
   [Epoch 27] batch 150/172 | Loss: -1.8928 (BPR: 0.2143, Sem: 0.0947)
🏁 [Epoch 27] Завершена! Суммарный лосс: -330.7723 (BPR: 34.1418, Sem: 17.1376)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1215), ('recall@50', 0.2924), ('ndcg@10', 0.0844), ('ndcg@50', 0.1331)])
   [Epoch 28] batch 50/172 | Loss: -1.8609 (BPR: 0.2120, Sem: 0.0991)
   [Epoch 28] batch 100/172 | Loss: -2.0935 (BPR: 0.1856, Sem: 0.0890)
   [Epoch 28] batch 150/172 | Loss: -1.7846 (BPR: 0.2175, Sem: 0.1039)
🏁 [Epoch 28] Завершена! Суммарный лосс: -325.7024 (BPR: 34.2030, Sem: 17.6143)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1214), ('recall@50', 0.2921), ('ndcg@10', 0.0835), ('ndcg@50', 0.1327)])
   [Epoch 29] batch 50/172 | Loss: -1.9552 (BPR: 0.2058, Sem: 0.0926)

⚖️ АВТО-БАЛАНС: Вес BPR = 5.0210 | Вес Sem = 9.7666
   Сырые лоссы: BPR = 0.2292 | Sem = 0.0975

⚖️ АВТО-БАЛАНС: Вес BPR = 5.0165 | Вес Sem = 9.8148
   Сырые лоссы: BPR = 0.2045 | Sem = 0.0940
   [Epoch 29] batch 100/172 | Loss: -1.9463 (BPR: 0.1952, Sem: 0.0990)
   [Epoch 29] batch 150/172 | Loss: -1.9424 (BPR: 0.1948, Sem: 0.0996)
🏁 [Epoch 29] Завершена! Суммарный лосс: -327.3934 (BPR: 33.9261, Sem: 17.5872)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1227), ('recall@50', 0.2914), ('ndcg@10', 0.086), ('ndcg@50', 0.1341)])
   [Epoch 30] batch 50/172 | Loss: -2.1346 (BPR: 0.1775, Sem: 0.0892)
   [Epoch 30] batch 100/172 | Loss: -1.9098 (BPR: 0.2058, Sem: 0.0972)

⚖️ АВТО-БАЛАНС: Вес BPR = 5.1111 | Вес Sem = 9.7783
   Сырые лоссы: BPR = 0.1921 | Sem = 0.0996
   [Epoch 30] batch 150/172 | Loss: -2.0560 (BPR: 0.1808, Sem: 0.0953)
🏁 [Epoch 30] Завершена! Суммарный лосс: -331.8853 (BPR: 33.6989, Sem: 17.2480)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1232), ('recall@50', 0.2955), ('ndcg@10', 0.0856), ('ndcg@50', 0.135)])
   [Epoch 31] batch 50/172 | Loss: -1.9710 (BPR: 0.1988, Sem: 0.0946)
   [Epoch 31] batch 100/172 | Loss: -1.8889 (BPR: 0.1861, Sem: 0.1096)
   [Epoch 31] batch 150/172 | Loss: -1.7793 (BPR: 0.2119, Sem: 0.1071)
🏁 [Epoch 31] Завершена! Суммарный лосс: -328.0169 (BPR: 33.3170, Sem: 17.8428)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1232), ('recall@50', 0.2952), ('ndcg@10', 0.0854), ('ndcg@50', 0.1344)])

⚖️ АВТО-БАЛАНС: Вес BPR = 5.1312 | Вес Sem = 9.5368
   Сырые лоссы: BPR = 0.1967 | Sem = 0.1088
   [Epoch 32] batch 50/172 | Loss: -2.0426 (BPR: 0.1858, Sem: 0.0938)

⚖️ АВТО-БАЛАНС: Вес BPR = 5.1464 | Вес Sem = 9.5452
   Сырые лоссы: BPR = 0.2020 | Sem = 0.0959
   [Epoch 32] batch 100/172 | Loss: -2.0572 (BPR: 0.1686, Sem: 0.1017)
   [Epoch 32] batch 150/172 | Loss: -1.9882 (BPR: 0.1790, Sem: 0.1032)
🏁 [Epoch 32] Завершена! Суммарный лосс: -326.7101 (BPR: 33.1611, Sem: 18.0640)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1243), ('recall@50', 0.2978), ('ndcg@10', 0.0869), ('ndcg@50', 0.1363)])
   [Epoch 33] batch 50/172 | Loss: -1.8020 (BPR: 0.2188, Sem: 0.1009)

⚖️ АВТО-БАЛАНС: Вес BPR = 5.2522 | Вес Sem = 9.6576
   Сырые лоссы: BPR = 0.1683 | Sem = 0.1135
   [Epoch 33] batch 100/172 | Loss: -1.8729 (BPR: 0.2033, Sem: 0.1020)

⚖️ АВТО-БАЛАНС: Вес BPR = 5.2128 | Вес Sem = 9.4644
   Сырые лоссы: BPR = 0.2014 | Sem = 0.1069
   [Epoch 33] batch 150/172 | Loss: -1.9641 (BPR: 0.1812, Sem: 0.1046)

⚖️ АВТО-БАЛАНС: Вес BPR = 5.2085 | Вес Sem = 9.4702
   Сырые лоссы: BPR = 0.2139 | Sem = 0.0979
🏁 [Epoch 33] Завершена! Суммарный лосс: -329.2231 (BPR: 32.8229, Sem: 17.9870)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1247), ('recall@50', 0.2944), ('ndcg@10', 0.087), ('ndcg@50', 0.1353)])

⚖️ АВТО-БАЛАНС: Вес BPR = 5.2109 | Вес Sem = 9.5795
   Сырые лоссы: BPR = 0.2036 | Sem = 0.0965
   [Epoch 34] batch 50/172 | Loss: -1.8708 (BPR: 0.1977, Sem: 0.1054)
   [Epoch 34] batch 100/172 | Loss: -1.9512 (BPR: 0.1941, Sem: 0.0989)
   [Epoch 34] batch 150/172 | Loss: -2.1365 (BPR: 0.1710, Sem: 0.0923)

⚖️ АВТО-БАЛАНС: Вес BPR = 5.2703 | Вес Sem = 9.6185
   Сырые лоссы: BPR = 0.1754 | Sem = 0.1005
🏁 [Epoch 34] Завершена! Суммарный лосс: -332.0545 (BPR: 32.7516, Sem: 17.7314)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1264), ('recall@50', 0.2961), ('ndcg@10', 0.0873), ('ndcg@50', 0.1359)])

⚖️ АВТО-БАЛАНС: Вес BPR = 5.2301 | Вес Sem = 9.6503
   Сырые лоссы: BPR = 0.1672 | Sem = 0.1098
   [Epoch 35] batch 50/172 | Loss: -1.9069 (BPR: 0.2024, Sem: 0.0990)

⚖️ АВТО-БАЛАНС: Вес BPR = 5.2407 | Вес Sem = 9.6993
   Сырые лоссы: BPR = 0.1845 | Sem = 0.1007
   [Epoch 35] batch 100/172 | Loss: -1.9282 (BPR: 0.1694, Sem: 0.1147)
   [Epoch 35] batch 150/172 | Loss: -1.9875 (BPR: 0.1969, Sem: 0.0933)
🏁 [Epoch 35] Завершена! Суммарный лосс: -328.1431 (BPR: 32.7648, Sem: 18.1273)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1299), ('recall@50', 0.3022), ('ndcg@10', 0.0903), ('ndcg@50', 0.1392)])
   [Epoch 36] batch 50/172 | Loss: -1.8367 (BPR: 0.1803, Sem: 0.1185)
   [Epoch 36] batch 100/172 | Loss: -1.8517 (BPR: 0.1786, Sem: 0.1183)
   [Epoch 36] batch 150/172 | Loss: -1.8760 (BPR: 0.1901, Sem: 0.1091)
