
🚀 Запуск Эксперимента 4: Dynamic Leaky Log Decay...
C:\research\.venv\Lib\site-packages\recbole\data\dataset\dataset.py:648: ChainedAssignmentError: A value is being set on a copy of a DataFrame or Series through chained assignment using an inplace method.
Such inplace method never works to update the original DataFrame or Series, because the intermediate object on which we are setting values always behaves as a copy (due to Copy-on-Write).

For example, when doing 'df[col].method(value, inplace=True)', try using 'df.method({col: value}, inplace=True)' instead, to perform the operation inplace on the original object, or try to avoid an inplace operation using 'df[col] = df[col].method(value)'.

See the documentation for a more detailed explanation: https://pandas.pydata.org/pandas-docs/stable/user_guide/copy_on_write.html
  feat[field].fillna(value=0, inplace=True)
C:\research\.venv\Lib\site-packages\recbole\data\dataset\dataset.py:650: ChainedAssignmentError: A value is being set on a copy of a DataFrame or Series through chained assignment using an inplace method.
Such inplace method never works to update the original DataFrame or Series, because the intermediate object on which we are setting values always behaves as a copy (due to Copy-on-Write).

For example, when doing 'df[col].method(value, inplace=True)', try using 'df.method({col: value}, inplace=True)' instead, to perform the operation inplace on the original object, or try to avoid an inplace operation using 'df[col] = df[col].method(value)'.

See the documentation for a more detailed explanation: https://pandas.pydata.org/pandas-docs/stable/user_guide/copy_on_write.html
  feat[field].fillna(value=feat[field].mean(), inplace=True)
C:\research\.venv\Lib\site-packages\recbole\data\dataset\dataset.py:2136: UserWarning: The given NumPy array is not writable, and PyTorch does not support non-writable tensors. This means writing to this tensor will result in undefined behavior. You may want to copy the array to protect its data or make it writable before converting it to a tensor. This type of warning will be suppressed for the rest of this program. (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\pytorch\torch\csrc\utils\tensor_numpy.cpp:209.)
  new_data[k] = torch.LongTensor(value)
C:\research\.venv\Lib\site-packages\recbole\model\general_recommender\lightgcn.py:124: UserWarning: torch.sparse.SparseTensor(indices, values, shape, *, device=) is deprecated.  Please use torch.sparse_coo_tensor(indices, values, shape, dtype=, device=). (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\pytorch\torch\csrc\utils\tensor_new.cpp:656.)
  SparseL = torch.sparse.FloatTensor(i, data, torch.Size(L.shape))
[AdaptiveLightGCN] ✅ Loaded 150 semantic centroids.
[AdaptiveLightGCN] 🔗 Успешно смапплено 5002 фильмов с кластерами.

[DynamicLeakyLog] 🌉 Применено Динамическое Дырявое Затухание!
   - Динамический порог (85%): 115.0 оценок
   - Min Weight (Floor): 0.05 (сохраняем мост для 715 хитов)
   - Tail (<=5 оценок): 2385 фильмов (вес тяготеет к 1.0)
   [Epoch 5] batch 50/172 | Loss: 0.2123 (BPR: 0.1934, Sem: 0.0190)
   [Epoch 5] batch 100/172 | Loss: 0.2016 (BPR: 0.1825, Sem: 0.0190)
   [Epoch 5] batch 150/172 | Loss: 0.2075 (BPR: 0.1881, Sem: 0.0194)
🏁 [Epoch 5] Завершена! Суммарный лосс: 36.5011 (BPR: 33.1961, Sem: 3.3050)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1418), ('recall@50', 0.318), ('ndcg@10', 0.1047), ('ndcg@50', 0.1524)])
   [Epoch 6] batch 50/172 | Loss: 0.2150 (BPR: 0.1960, Sem: 0.0189)
   [Epoch 6] batch 100/172 | Loss: 0.2146 (BPR: 0.1956, Sem: 0.0190)
   [Epoch 6] batch 150/172 | Loss: 0.2130 (BPR: 0.1936, Sem: 0.0193)
🏁 [Epoch 6] Завершена! Суммарный лосс: 35.8481 (BPR: 32.5477, Sem: 3.3005)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1445), ('recall@50', 0.3232), ('ndcg@10', 0.1062), ('ndcg@50', 0.1547)])
   [Epoch 7] batch 50/172 | Loss: 0.2186 (BPR: 0.1993, Sem: 0.0193)
   [Epoch 7] batch 100/172 | Loss: 0.1873 (BPR: 0.1688, Sem: 0.0185)
   [Epoch 7] batch 150/172 | Loss: 0.2006 (BPR: 0.1819, Sem: 0.0187)
🏁 [Epoch 7] Завершена! Суммарный лосс: 35.0107 (BPR: 31.7139, Sem: 3.2968)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1519), ('recall@50', 0.3317), ('ndcg@10', 0.1102), ('ndcg@50', 0.1592)])
   [Epoch 8] batch 50/172 | Loss: 0.1914 (BPR: 0.1725, Sem: 0.0190)
   [Epoch 8] batch 100/172 | Loss: 0.2021 (BPR: 0.1833, Sem: 0.0188)
   [Epoch 8] batch 150/172 | Loss: 0.1785 (BPR: 0.1605, Sem: 0.0179)
🏁 [Epoch 8] Завершена! Суммарный лосс: 34.0412 (BPR: 30.7471, Sem: 3.2940)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1601), ('recall@50', 0.3418), ('ndcg@10', 0.1144), ('ndcg@50', 0.1641)])
   [Epoch 9] batch 50/172 | Loss: 0.1838 (BPR: 0.1653, Sem: 0.0185)
   [Epoch 9] batch 100/172 | Loss: 0.2205 (BPR: 0.2004, Sem: 0.0201)
   [Epoch 9] batch 150/172 | Loss: 0.1901 (BPR: 0.1705, Sem: 0.0196)
🏁 [Epoch 9] Завершена! Суммарный лосс: 33.2302 (BPR: 29.9388, Sem: 3.2914)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1685), ('recall@50', 0.3539), ('ndcg@10', 0.1195), ('ndcg@50', 0.1703)])
   [Epoch 10] batch 50/172 | Loss: 0.1981 (BPR: 0.1778, Sem: 0.0203)
   [Epoch 10] batch 100/172 | Loss: 0.1864 (BPR: 0.1674, Sem: 0.0190)
   [Epoch 10] batch 150/172 | Loss: 0.1788 (BPR: 0.1598, Sem: 0.0190)
🏁 [Epoch 10] Завершена! Суммарный лосс: 32.0866 (BPR: 28.7972, Sem: 3.2894)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1744), ('recall@50', 0.3633), ('ndcg@10', 0.124), ('ndcg@50', 0.1758)])
   [Epoch 11] batch 50/172 | Loss: 0.1703 (BPR: 0.1506, Sem: 0.0197)
   [Epoch 11] batch 100/172 | Loss: 0.1743 (BPR: 0.1557, Sem: 0.0185)
   [Epoch 11] batch 150/172 | Loss: 0.1921 (BPR: 0.1721, Sem: 0.0200)
🏁 [Epoch 11] Завершена! Суммарный лосс: 31.3678 (BPR: 28.0801, Sem: 3.2877)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1785), ('recall@50', 0.3707), ('ndcg@10', 0.1278), ('ndcg@50', 0.1808)])
   [Epoch 12] batch 50/172 | Loss: 0.1679 (BPR: 0.1495, Sem: 0.0184)
   [Epoch 12] batch 100/172 | Loss: 0.1811 (BPR: 0.1623, Sem: 0.0188)
   [Epoch 12] batch 150/172 | Loss: 0.1665 (BPR: 0.1471, Sem: 0.0194)
🏁 [Epoch 12] Завершена! Суммарный лосс: 30.3410 (BPR: 27.0548, Sem: 3.2862)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1812), ('recall@50', 0.3763), ('ndcg@10', 0.1303), ('ndcg@50', 0.1839)])
   [Epoch 13] batch 50/172 | Loss: 0.1647 (BPR: 0.1460, Sem: 0.0187)
   [Epoch 13] batch 100/172 | Loss: 0.1711 (BPR: 0.1522, Sem: 0.0189)
   [Epoch 13] batch 150/172 | Loss: 0.1638 (BPR: 0.1445, Sem: 0.0193)
🏁 [Epoch 13] Завершена! Суммарный лосс: 29.5774 (BPR: 26.2922, Sem: 3.2851)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1844), ('recall@50', 0.3809), ('ndcg@10', 0.133), ('ndcg@50', 0.1871)])
   [Epoch 14] batch 50/172 | Loss: 0.1636 (BPR: 0.1447, Sem: 0.0189)
   [Epoch 14] batch 100/172 | Loss: 0.1696 (BPR: 0.1512, Sem: 0.0184)
   [Epoch 14] batch 150/172 | Loss: 0.1661 (BPR: 0.1471, Sem: 0.0190)
🏁 [Epoch 14] Завершена! Суммарный лосс: 28.9952 (BPR: 25.7111, Sem: 3.2841)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1855), ('recall@50', 0.3843), ('ndcg@10', 0.1347), ('ndcg@50', 0.1894)])
   [Epoch 15] batch 50/172 | Loss: 0.1707 (BPR: 0.1515, Sem: 0.0192)
   [Epoch 15] batch 100/172 | Loss: 0.1739 (BPR: 0.1547, Sem: 0.0192)
   [Epoch 15] batch 150/172 | Loss: 0.1682 (BPR: 0.1485, Sem: 0.0197)
🏁 [Epoch 15] Завершена! Суммарный лосс: 28.4741 (BPR: 25.1926, Sem: 3.2815)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1874), ('recall@50', 0.3848), ('ndcg@10', 0.1364), ('ndcg@50', 0.1908)])
   [Epoch 16] batch 50/172 | Loss: 0.1583 (BPR: 0.1390, Sem: 0.0193)
   [Epoch 16] batch 100/172 | Loss: 0.1631 (BPR: 0.1436, Sem: 0.0194)
   [Epoch 16] batch 150/172 | Loss: 0.1709 (BPR: 0.1510, Sem: 0.0200)
🏁 [Epoch 16] Завершена! Суммарный лосс: 27.6770 (BPR: 24.3974, Sem: 3.2796)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.188), ('recall@50', 0.3879), ('ndcg@10', 0.1374), ('ndcg@50', 0.1926)])
   [Epoch 17] batch 50/172 | Loss: 0.1476 (BPR: 0.1288, Sem: 0.0187)
   [Epoch 17] batch 100/172 | Loss: 0.1617 (BPR: 0.1425, Sem: 0.0192)
   [Epoch 17] batch 150/172 | Loss: 0.1667 (BPR: 0.1476, Sem: 0.0191)
🏁 [Epoch 17] Завершена! Суммарный лосс: 27.1105 (BPR: 23.8326, Sem: 3.2780)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1898), ('recall@50', 0.3898), ('ndcg@10', 0.139), ('ndcg@50', 0.1944)])
   [Epoch 18] batch 50/172 | Loss: 0.1533 (BPR: 0.1344, Sem: 0.0189)
   [Epoch 18] batch 100/172 | Loss: 0.1446 (BPR: 0.1255, Sem: 0.0191)
   [Epoch 18] batch 150/172 | Loss: 0.1531 (BPR: 0.1338, Sem: 0.0193)
🏁 [Epoch 18] Завершена! Суммарный лосс: 26.4929 (BPR: 23.2176, Sem: 3.2753)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1907), ('recall@50', 0.3912), ('ndcg@10', 0.1402), ('ndcg@50', 0.1959)])
   [Epoch 19] batch 50/172 | Loss: 0.1538 (BPR: 0.1352, Sem: 0.0186)
   [Epoch 19] batch 100/172 | Loss: 0.1517 (BPR: 0.1334, Sem: 0.0182)
   [Epoch 19] batch 150/172 | Loss: 0.1632 (BPR: 0.1438, Sem: 0.0194)
🏁 [Epoch 19] Завершена! Суммарный лосс: 26.4687 (BPR: 23.1951, Sem: 3.2736)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.191), ('recall@50', 0.3943), ('ndcg@10', 0.1418), ('ndcg@50', 0.1983)])
   [Epoch 20] batch 50/172 | Loss: 0.1427 (BPR: 0.1230, Sem: 0.0197)
   [Epoch 20] batch 100/172 | Loss: 0.1490 (BPR: 0.1289, Sem: 0.0201)
   [Epoch 20] batch 150/172 | Loss: 0.1360 (BPR: 0.1176, Sem: 0.0184)
🏁 [Epoch 20] Завершена! Суммарный лосс: 25.4790 (BPR: 22.2084, Sem: 3.2706)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1941), ('recall@50', 0.3969), ('ndcg@10', 0.1438), ('ndcg@50', 0.2001)])
   [Epoch 21] batch 50/172 | Loss: 0.1475 (BPR: 0.1290, Sem: 0.0185)
   [Epoch 21] batch 100/172 | Loss: 0.1282 (BPR: 0.1100, Sem: 0.0182)
   [Epoch 21] batch 150/172 | Loss: 0.1359 (BPR: 0.1167, Sem: 0.0193)
🏁 [Epoch 21] Завершена! Суммарный лосс: 25.3743 (BPR: 22.1063, Sem: 3.2681)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1944), ('recall@50', 0.3984), ('ndcg@10', 0.1456), ('ndcg@50', 0.2026)])
   [Epoch 22] batch 50/172 | Loss: 0.1370 (BPR: 0.1181, Sem: 0.0189)
   [Epoch 22] batch 100/172 | Loss: 0.1463 (BPR: 0.1271, Sem: 0.0193)
   [Epoch 22] batch 150/172 | Loss: 0.1446 (BPR: 0.1256, Sem: 0.0190)
🏁 [Epoch 22] Завершена! Суммарный лосс: 24.9605 (BPR: 21.6951, Sem: 3.2654)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1962), ('recall@50', 0.4008), ('ndcg@10', 0.1476), ('ndcg@50', 0.2047)])
   [Epoch 23] batch 50/172 | Loss: 0.1351 (BPR: 0.1158, Sem: 0.0193)
   [Epoch 23] batch 100/172 | Loss: 0.1368 (BPR: 0.1175, Sem: 0.0193)
   [Epoch 23] batch 150/172 | Loss: 0.1410 (BPR: 0.1220, Sem: 0.0190)
🏁 [Epoch 23] Завершена! Суммарный лосс: 24.4464 (BPR: 21.1834, Sem: 3.2630)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.1985), ('recall@50', 0.4027), ('ndcg@10', 0.1491), ('ndcg@50', 0.2062)])
   [Epoch 24] batch 50/172 | Loss: 0.1451 (BPR: 0.1250, Sem: 0.0201)
   [Epoch 24] batch 100/172 | Loss: 0.1342 (BPR: 0.1158, Sem: 0.0184)
   [Epoch 24] batch 150/172 | Loss: 0.1364 (BPR: 0.1180, Sem: 0.0185)
🏁 [Epoch 24] Завершена! Суммарный лосс: 24.3912 (BPR: 21.1307, Sem: 3.2604)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2005), ('recall@50', 0.4048), ('ndcg@10', 0.1508), ('ndcg@50', 0.2078)])
   [Epoch 25] batch 50/172 | Loss: 0.1393 (BPR: 0.1202, Sem: 0.0191)
   [Epoch 25] batch 100/172 | Loss: 0.1405 (BPR: 0.1216, Sem: 0.0189)
   [Epoch 25] batch 150/172 | Loss: 0.1497 (BPR: 0.1312, Sem: 0.0185)
🏁 [Epoch 25] Завершена! Суммарный лосс: 24.1297 (BPR: 20.8720, Sem: 3.2577)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2028), ('recall@50', 0.4058), ('ndcg@10', 0.1519), ('ndcg@50', 0.2089)])
   [Epoch 26] batch 50/172 | Loss: 0.1261 (BPR: 0.1076, Sem: 0.0184)
   [Epoch 26] batch 100/172 | Loss: 0.1362 (BPR: 0.1180, Sem: 0.0182)
   [Epoch 26] batch 150/172 | Loss: 0.1352 (BPR: 0.1163, Sem: 0.0190)
🏁 [Epoch 26] Завершена! Суммарный лосс: 23.7225 (BPR: 20.4672, Sem: 3.2552)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2058), ('recall@50', 0.4068), ('ndcg@10', 0.154), ('ndcg@50', 0.2105)])
   [Epoch 27] batch 50/172 | Loss: 0.1398 (BPR: 0.1210, Sem: 0.0188)
   [Epoch 27] batch 100/172 | Loss: 0.1259 (BPR: 0.1065, Sem: 0.0194)
   [Epoch 27] batch 150/172 | Loss: 0.1465 (BPR: 0.1280, Sem: 0.0185)
🏁 [Epoch 27] Завершена! Суммарный лосс: 23.5399 (BPR: 20.2875, Sem: 3.2524)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2084), ('recall@50', 0.408), ('ndcg@10', 0.1559), ('ndcg@50', 0.2119)])
   [Epoch 28] batch 50/172 | Loss: 0.1363 (BPR: 0.1167, Sem: 0.0196)
   [Epoch 28] batch 100/172 | Loss: 0.1401 (BPR: 0.1211, Sem: 0.0190)
   [Epoch 28] batch 150/172 | Loss: 0.1221 (BPR: 0.1040, Sem: 0.0180)
🏁 [Epoch 28] Завершена! Суммарный лосс: 23.1167 (BPR: 19.8667, Sem: 3.2500)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2126), ('recall@50', 0.4118), ('ndcg@10', 0.1577), ('ndcg@50', 0.2137)])
   [Epoch 29] batch 50/172 | Loss: 0.1347 (BPR: 0.1161, Sem: 0.0187)
   [Epoch 29] batch 100/172 | Loss: 0.1429 (BPR: 0.1247, Sem: 0.0182)
   [Epoch 29] batch 150/172 | Loss: 0.1379 (BPR: 0.1191, Sem: 0.0189)
🏁 [Epoch 29] Завершена! Суммарный лосс: 23.0608 (BPR: 19.8136, Sem: 3.2472)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2133), ('recall@50', 0.4136), ('ndcg@10', 0.1583), ('ndcg@50', 0.2147)])
   [Epoch 30] batch 50/172 | Loss: 0.1287 (BPR: 0.1093, Sem: 0.0195)
   [Epoch 30] batch 100/172 | Loss: 0.1451 (BPR: 0.1260, Sem: 0.0191)
   [Epoch 30] batch 150/172 | Loss: 0.1380 (BPR: 0.1193, Sem: 0.0187)
🏁 [Epoch 30] Завершена! Суммарный лосс: 22.5784 (BPR: 19.3337, Sem: 3.2447)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2136), ('recall@50', 0.4137), ('ndcg@10', 0.1584), ('ndcg@50', 0.2149)])
   [Epoch 31] batch 50/172 | Loss: 0.1331 (BPR: 0.1145, Sem: 0.0186)
   [Epoch 31] batch 100/172 | Loss: 0.1299 (BPR: 0.1105, Sem: 0.0194)
   [Epoch 31] batch 150/172 | Loss: 0.1416 (BPR: 0.1219, Sem: 0.0197)
🏁 [Epoch 31] Завершена! Суммарный лосс: 22.2081 (BPR: 18.9652, Sem: 3.2428)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2142), ('recall@50', 0.4163), ('ndcg@10', 0.1593), ('ndcg@50', 0.2163)])
   [Epoch 32] batch 50/172 | Loss: 0.1147 (BPR: 0.0970, Sem: 0.0177)
   [Epoch 32] batch 100/172 | Loss: 0.1119 (BPR: 0.0943, Sem: 0.0177)
   [Epoch 32] batch 150/172 | Loss: 0.1226 (BPR: 0.1044, Sem: 0.0181)
🏁 [Epoch 32] Завершена! Суммарный лосс: 22.0988 (BPR: 18.8588, Sem: 3.2400)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2153), ('recall@50', 0.4182), ('ndcg@10', 0.16), ('ndcg@50', 0.2171)])
   [Epoch 33] batch 50/172 | Loss: 0.1353 (BPR: 0.1163, Sem: 0.0190)
   [Epoch 33] batch 100/172 | Loss: 0.1343 (BPR: 0.1156, Sem: 0.0187)
   [Epoch 33] batch 150/172 | Loss: 0.1192 (BPR: 0.0992, Sem: 0.0200)
🏁 [Epoch 33] Завершена! Суммарный лосс: 21.8979 (BPR: 18.6599, Sem: 3.2379)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2163), ('recall@50', 0.4206), ('ndcg@10', 0.161), ('ndcg@50', 0.2185)])
   [Epoch 34] batch 50/172 | Loss: 0.1305 (BPR: 0.1117, Sem: 0.0188)
   [Epoch 34] batch 100/172 | Loss: 0.1296 (BPR: 0.1106, Sem: 0.0191)
   [Epoch 34] batch 150/172 | Loss: 0.1060 (BPR: 0.0867, Sem: 0.0193)
🏁 [Epoch 34] Завершена! Суммарный лосс: 21.6557 (BPR: 18.4202, Sem: 3.2355)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.216), ('recall@50', 0.422), ('ndcg@10', 0.1606), ('ndcg@50', 0.2186)])
   [Epoch 35] batch 50/172 | Loss: 0.1217 (BPR: 0.1024, Sem: 0.0193)
   [Epoch 35] batch 100/172 | Loss: 0.1364 (BPR: 0.1170, Sem: 0.0194)
   [Epoch 35] batch 150/172 | Loss: 0.1364 (BPR: 0.1169, Sem: 0.0195)
🏁 [Epoch 35] Завершена! Суммарный лосс: 21.4823 (BPR: 18.2485, Sem: 3.2338)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2176), ('recall@50', 0.4237), ('ndcg@10', 0.1611), ('ndcg@50', 0.2192)])
   [Epoch 36] batch 50/172 | Loss: 0.1232 (BPR: 0.1045, Sem: 0.0188)
   [Epoch 36] batch 100/172 | Loss: 0.1240 (BPR: 0.1061, Sem: 0.0179)
   [Epoch 36] batch 150/172 | Loss: 0.1163 (BPR: 0.0975, Sem: 0.0189)
🏁 [Epoch 36] Завершена! Суммарный лосс: 21.1045 (BPR: 17.8730, Sem: 3.2315)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2195), ('recall@50', 0.4252), ('ndcg@10', 0.1623), ('ndcg@50', 0.2204)])
   [Epoch 37] batch 50/172 | Loss: 0.1208 (BPR: 0.1023, Sem: 0.0186)
   [Epoch 37] batch 100/172 | Loss: 0.1239 (BPR: 0.1052, Sem: 0.0187)
   [Epoch 37] batch 150/172 | Loss: 0.1111 (BPR: 0.0916, Sem: 0.0194)
🏁 [Epoch 37] Завершена! Суммарный лосс: 20.8778 (BPR: 17.6476, Sem: 3.2302)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.218), ('recall@50', 0.4249), ('ndcg@10', 0.1621), ('ndcg@50', 0.2206)])
   [Epoch 38] batch 50/172 | Loss: 0.1173 (BPR: 0.0985, Sem: 0.0188)
   [Epoch 38] batch 100/172 | Loss: 0.1103 (BPR: 0.0912, Sem: 0.0191)
   [Epoch 38] batch 150/172 | Loss: 0.1260 (BPR: 0.1063, Sem: 0.0197)
🏁 [Epoch 38] Завершена! Суммарный лосс: 20.9436 (BPR: 17.7156, Sem: 3.2279)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2185), ('recall@50', 0.4273), ('ndcg@10', 0.1622), ('ndcg@50', 0.2211)])
   [Epoch 39] batch 50/172 | Loss: 0.1242 (BPR: 0.1052, Sem: 0.0190)
   [Epoch 39] batch 100/172 | Loss: 0.1167 (BPR: 0.0978, Sem: 0.0189)
   [Epoch 39] batch 150/172 | Loss: 0.1184 (BPR: 0.1000, Sem: 0.0184)
🏁 [Epoch 39] Завершена! Суммарный лосс: 20.6951 (BPR: 17.4695, Sem: 3.2257)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2191), ('recall@50', 0.429), ('ndcg@10', 0.1629), ('ndcg@50', 0.2222)])
   [Epoch 40] batch 50/172 | Loss: 0.1409 (BPR: 0.1221, Sem: 0.0188)
   [Epoch 40] batch 100/172 | Loss: 0.1282 (BPR: 0.1089, Sem: 0.0193)
   [Epoch 40] batch 150/172 | Loss: 0.1323 (BPR: 0.1143, Sem: 0.0180)
🏁 [Epoch 40] Завершена! Суммарный лосс: 20.4316 (BPR: 17.2080, Sem: 3.2236)
📈 [Validation] Метрики: OrderedDict([('recall@10', 0.2193), ('recall@50', 0.4298), ('ndcg@10', 0.1631), ('ndcg@50', 0.2227)])
   [Epoch 41] batch 50/172 | Loss: 0.1239 (BPR: 0.1049, Sem: 0.0191)
